"kanon","beta","eps","delta","ActivityID","AggSeconds","minMCC","Inliers","N","maxRMSEpct","P1front"
5,0.05,0.561293294387551,6.36898314453124e-05,123456,60,0.946199327852648,5600,5600,1.15174520371322,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,60,0.946199327852648,6400,6400,1.15268871366745,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,2400,2400,1.91293515097862,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,3200,3200,1.88634707469909,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,4000,4000,1.90750808751881,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,4800,4800,1.91809054415204,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,5600,5600,1.90250702859716,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,300,0.843809773479472,6400,6400,1.92607709813788,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,1600,1600,2.3566354312755,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,2400,2400,2.37449223724128,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,3200,3200,2.32313916128286,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,4000,4000,2.33335289979373,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,4800,4800,2.38151463727203,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,5600,5600,2.35807717922165,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,900,0.658775373499063,6400,6400,2.37354955146523,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,1600,1600,2.42619442483301,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,2400,2400,2.47683592827377,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,3200,3200,2.42918144707022,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,4000,4000,2.50813350934651,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,4800,4800,2.45174966659351,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,5600,5600,2.39019275679192,0
5,0.05,0.561293294387551,6.36898314453124e-05,123456,3600,0.323660582480444,6400,6400,2.44557456662795,0
20,0.25,0.497682072451781,8.83251375557965e-05,123456,3600,0.323660582480444,4000,4000,0.958877061720661,0
20,0.25,0.497682072451781,8.83251375557965e-05,123456,3600,0.323660582480444,4800,4800,0.961244446234498,0
20,0.25,0.497682072451781,8.83251375557965e-05,123456,3600,0.323660582480444,5600,5600,0.973217485455094,0
20,0.25,0.497682072451781,8.83251375557965e-05,123456,3600,0.323660582480444,6400,6400,0.968698995393097,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,10,0.968686751805863,5600,5600,0.530572193245967,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,10,0.968686751805863,6400,6400,0.530001439993898,1
10,0.1,0.385360515657826,7.89819010661692e-05,123456,30,0.959419066729059,5600,5600,0.649860079171251,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,30,0.959419066729059,6400,6400,0.649838182663845,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,60,0.946199327852648,5600,5600,0.790826184019702,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,60,0.946199327852648,6400,6400,0.788906784076385,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,300,0.843809773479472,4000,4000,1.29743445580439,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,300,0.843809773479472,4800,4800,1.29635547263549,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,300,0.843809773479472,5600,5600,1.31649019186527,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,300,0.843809773479472,6400,6400,1.30702554436237,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,900,0.658775373499063,3200,3200,1.59842899034182,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,900,0.658775373499063,4000,4000,1.5745743479827,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,900,0.658775373499063,4800,4800,1.58317503938569,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,900,0.658775373499063,5600,5600,1.60801003287013,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,900,0.658775373499063,6400,6400,1.62035513688335,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,2400,2400,1.64704534915146,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,3200,3200,1.7086481918488,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,4000,4000,1.62996554891881,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,4800,4800,1.70621400665747,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,5600,5600,1.66068247087341,0
10,0.1,0.385360515657826,7.89819010661692e-05,123456,3600,0.323660582480444,6400,6400,1.67877449577473,0
30,0.25,0.347682072451781,8.57839863435034e-05,123456,3600,0.323660582480444,4800,4800,0.961244446234498,0
30,0.25,0.347682072451781,8.57839863435034e-05,123456,3600,0.323660582480444,5600,5600,0.973217485455094,0
30,0.25,0.347682072451781,8.57839863435034e-05,123456,3600,0.323660582480444,6400,6400,0.968698995393097,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,10,0.968686751805863,3576,4000,0.76561860449595,1
10,0.05,0.191293294387551,7.55489713506788e-05,123456,10,0.968686751805863,4774,4800,0.766902486627897,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,10,0.968686751805863,5600,5600,0.767658265809926,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,10,0.968686751805863,6400,6400,0.767147392107773,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,30,0.959419066729059,3200,3200,0.948785490889587,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,30,0.959419066729059,4000,4000,0.949243985024482,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,30,0.959419066729059,4800,4800,0.945479767808357,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,30,0.959419066729059,5600,5600,0.946228254745516,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,30,0.959419066729059,6400,6400,0.946144485908255,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,60,0.946199327852648,3200,3200,1.15118811016278,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,60,0.946199327852648,4000,4000,1.15118285030229,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,60,0.946199327852648,4800,4800,1.14756953824772,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,60,0.946199327852648,5600,5600,1.15174520371322,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,60,0.946199327852648,6400,6400,1.15268871366745,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,2400,2400,1.91293515097862,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,3200,3200,1.88634707469909,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,4000,4000,1.90750808751881,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,4800,4800,1.91809054415204,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,5600,5600,1.90250702859716,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,300,0.843809773479472,6400,6400,1.92607709813788,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,2400,2400,2.37449223724128,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,3200,3200,2.32313916128286,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,4000,4000,2.33335289979373,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,4800,4800,2.38151463727203,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,5600,5600,2.35807717922165,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,900,0.658775373499063,6400,6400,2.37354955146523,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,1600,1600,2.42619442483301,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,2400,2400,2.47683592827377,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,3200,3200,2.42918144707022,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,4000,4000,2.50813350934651,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,4800,4800,2.45174966659351,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,5600,5600,2.39019275679192,0
10,0.05,0.191293294387551,7.55489713506788e-05,123456,3600,0.323660582480444,6400,6400,2.44557456662795,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,10,0.968686751805863,5400,6400,0.663966049470284,1
20,0.1,0.185360515657826,7.60976056415686e-05,123456,30,0.959419066729059,5600,5600,0.723758769586279,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,30,0.959419066729059,6400,6400,0.65506164955832,1
20,0.1,0.185360515657826,7.60976056415686e-05,123456,60,0.946199327852648,5600,5600,0.790826184019702,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,60,0.946199327852648,6400,6400,0.788906784076385,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,300,0.843809773479472,4000,4000,1.29743445580439,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,300,0.843809773479472,4800,4800,1.29635547263549,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,300,0.843809773479472,5600,5600,1.31649019186527,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,300,0.843809773479472,6400,6400,1.30702554436237,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,900,0.658775373499063,4000,4000,1.5745743479827,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,900,0.658775373499063,4800,4800,1.58317503938569,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,900,0.658775373499063,5600,5600,1.60801003287013,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,900,0.658775373499063,6400,6400,1.62035513688335,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,3600,0.323660582480444,3200,3200,1.7086481918488,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,3600,0.323660582480444,4000,4000,1.62996554891881,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,3600,0.323660582480444,4800,4800,1.70621400665747,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,3600,0.323660582480444,5600,5600,1.66068247087341,0
20,0.1,0.185360515657826,7.60976056415686e-05,123456,3600,0.323660582480444,6400,6400,1.67877449577473,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,30,0.959419066729059,6400,6400,0.81699050251115,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,60,0.946199327852648,5600,5600,0.935421648375349,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,60,0.946199327852648,6400,6400,0.84806402088026,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,300,0.843809773479472,5600,5600,1.31649019186527,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,300,0.843809773479472,6400,6400,1.30702554436237,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,900,0.658775373499063,4000,4000,1.5745743479827,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,900,0.658775373499063,4800,4800,1.58317503938569,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,900,0.658775373499063,5600,5600,1.60801003287013,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,900,0.658775373499063,6400,6400,1.62035513688335,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,3600,0.323660582480444,3200,3200,1.7086481918488,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,3600,0.323660582480444,4000,4000,1.62996554891881,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,3600,0.323660582480444,4800,4800,1.70621400665747,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,3600,0.323660582480444,5600,5600,1.66068247087341,0
30,0.1,0.125360515657826,9.48527140077063e-05,123456,3600,0.323660582480444,6400,6400,1.67877449577473,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,10,0.968686751805863,5400,6400,0.767002463400768,1
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,30,0.959419066729059,4770,4800,0.94754256327536,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,30,0.959419066729059,5600,5600,0.946665536942502,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,30,0.959419066729059,6400,6400,0.946144485908255,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,60,0.946199327852648,3200,3200,1.23093997850343,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,60,0.946199327852648,4000,4000,1.15118285030229,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,60,0.946199327852648,4800,4800,1.14756953824772,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,60,0.946199327852648,5600,5600,1.15174520371322,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,60,0.946199327852648,6400,6400,1.15268871366745,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,300,0.843809773479472,3200,3200,1.88634707469909,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,300,0.843809773479472,4000,4000,1.90750808751881,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,300,0.843809773479472,4800,4800,1.91809054415204,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,300,0.843809773479472,5600,5600,1.90250702859716,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,300,0.843809773479472,6400,6400,1.92607709813788,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,2400,2400,2.37449223724128,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,3200,3200,2.32313916128286,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,4000,4000,2.33335289979373,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,4800,4800,2.38151463727203,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,5600,5600,2.35807717922165,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,900,0.658775373499063,6400,6400,2.37354955146523,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,2400,2400,2.47683592827377,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,3200,3200,2.42918144707022,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,4000,4000,2.50813350934651,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,4800,4800,2.45174966659351,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,5600,5600,2.39019275679192,0
20,0.05,0.0912932943875506,6.45580393690511e-05,123456,3600,0.323660582480444,6400,6400,2.44557456662795,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,30,0.959419066729059,6400,6400,0.94460012112779,1
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,60,0.946199327852648,4800,4800,1.16471376521365,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,60,0.946199327852648,5600,5600,1.15174520371322,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,60,0.946199327852648,6400,6400,1.15268871366745,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,300,0.843809773479472,3200,3200,1.88634707469909,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,300,0.843809773479472,4000,4000,1.90750808751881,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,300,0.843809773479472,4800,4800,1.91809054415204,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,300,0.843809773479472,5600,5600,1.90250702859716,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,300,0.843809773479472,6400,6400,1.92607709813788,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,900,0.658775373499063,3200,3200,2.32313916128286,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,900,0.658775373499063,4000,4000,2.33335289979373,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,900,0.658775373499063,4800,4800,2.38151463727203,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,900,0.658775373499063,5600,5600,2.35807717922165,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,900,0.658775373499063,6400,6400,2.37354955146523,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,2400,2400,2.47683592827377,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,3200,3200,2.42918144707022,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,4000,4000,2.50813350934651,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,4800,4800,2.45174966659351,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,5600,5600,2.39019275679192,0
30,0.05,0.0612932943875506,8.95091970118551e-05,123456,3600,0.323660582480444,6400,6400,2.44557456662795,0
